UDI,Product ID,Type,Air temperature [K],Process temperature [K],Temperature difference [K],Rotational speed [rpm],Rotational speed (rad/s),Torque [Nm],Power (W),Tool wear [min],ToolWear_Torque,Machine failure,TWF,HDF,PWF,OSF,RNF,,,,,,,,,,,,,,,,
199,L47378,L,298.4,308.7,10.3,1588,166.29,35,5820.32,99,3465,0,0,0,0,0,0,,,,,,,,,,,,,,,,
200,L47379,L,298.4,308.6,10.2,1433,150.06,47.1,7067.99,101,4757.1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
201,L47380,L,298.4,308.6,10.2,1609,168.49,35,5897.29,103,3605,0,0,0,0,0,0,,,,,,,,,,,,,,,,
202,L47381,L,298.3,308.5,10.2,1575,164.93,41.2,6795.26,105,4326,0,0,0,0,0,0,,,,,,,,,,,,,,,,
203,M15062,M,298.4,308.5,10.1,1636,171.32,35.7,6116.18,107,3819.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
204,L47383,L,298.4,308.5,10.1,1490,156.03,37.9,5913.63,110,4169,0,0,0,0,0,0,,,,,,,,,,,,,,,,
205,L47384,L,298.4,308.5,10.1,1741,182.32,32.8,5980.00,112,3673.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
206,M15065,M,298.5,308.6,10.1,1344,140.74,53,7459.40,114,6042,0,0,0,0,0,0,,,,,,,,,,,,,,,,
207,L47386,L,298.5,308.7,10.2,1609,168.49,35.3,5947.84,117,4130.1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
208,M15067,M,298.4,308.7,10.3,1421,148.81,60.7,9032.57,119,7223.3,1,0,0,1,0,0,,,,,,,,,,,,,,,,
209,L47388,L,298.4,308.6,10.2,1591,166.61,36.7,6114.56,122,4477.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
210,L47389,L,298.4,308.6,10.2,1477,154.67,44,6805.53,124,5456,0,0,0,0,0,0,,,,,,,,,,,,,,,,
211,L47390,L,298.4,308.7,10.3,1523,159.49,36.1,5757.52,126,4548.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
212,L47391,L,298.5,308.7,10.2,1575,164.93,33.9,5591.25,128,4339.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
213,H29626,H,298.4,308.7,10.3,1344,140.74,52.9,7445.32,130,6877,0,0,0,0,0,0,,,,,,,,,,,,,,,,
214,L47393,L,298.4,308.7,10.3,1386,145.14,44.9,6516.86,135,6061.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
215,M15074,M,298.3,308.6,10.3,1589,166.40,37.1,6173.43,137,5082.7,0,0,0,0,0,0,,,,,,,,,,,,,,,,
216,L47395,L,298.3,308.6,10.3,1548,162.11,40.3,6532.88,140,5642,0,0,0,0,0,0,,,,,,,,,,,,,,,,
217,L47396,L,298.3,308.6,10.3,1499,156.97,38.3,6012.14,142,5438.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
218,L47397,L,298.3,308.5,10.2,1664,174.25,31.6,5506.42,144,4550.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
219,L47398,L,298.3,308.6,10.3,1447,151.53,38.1,5773.27,146,5562.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
220,M15079,M,298.3,308.5,10.2,1434,150.17,46.2,6937.77,148,6837.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
221,L47400,L,298.3,308.5,10.2,1416,148.28,52.7,7814.52,151,7957.7,0,0,0,0,0,0,,,,,,,,,,,,,,,,
222,H29635,H,298.4,308.5,10.1,1827,191.32,24.3,4649.15,153,3717.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
223,L47402,L,298.4,308.6,10.2,1304,136.55,45,6144.96,158,7110,0,0,0,0,0,0,,,,,,,,,,,,,,,,
224,L47403,L,298.4,308.6,10.2,1569,164.31,34.4,5652.10,160,5504,0,0,0,0,0,0,,,,,,,,,,,,,,,,
225,L47404,L,298.3,308.6,10.3,1584,165.88,29.3,4860.17,162,4746.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
226,L47405,L,298.3,308.5,10.2,1362,142.63,53.8,7673.40,164,8823.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
227,L47406,L,298.3,308.4,10.1,1329,139.17,49.2,6847.29,166,8167.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
228,L47407,L,298.3,308.5,10.2,1539,161.16,36.1,5818.01,168,6064.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
229,M15088,M,298.3,308.5,10.2,1629,170.59,37.1,6328.83,170,6307,0,0,0,0,0,0,,,,,,,,,,,,,,,,
230,L47409,L,298.3,308.5,10.2,1538,161.06,32.2,5186.10,173,5570.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
231,L47410,L,298.3,308.6,10.3,1570,164.41,34.8,5721.47,175,6090,0,0,0,0,0,0,,,,,,,,,,,,,,,,
232,L47411,L,298.3,308.4,10.1,1408,147.45,43.1,6354.90,177,7628.7,0,0,0,0,0,0,,,,,,,,,,,,,,,,
233,L47412,L,298.2,308.4,10.2,1424,149.12,47.6,7098.16,179,8520.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
234,L47413,L,298.2,308.4,10.2,1512,158.34,34.9,5525.94,181,6316.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
235,L47414,L,298.2,308.4,10.2,1478,154.78,42.9,6639.88,183,7850.7,0,0,0,0,0,0,,,,,,,,,,,,,,,,
236,M15095,M,298.1,308.3,10.2,1680,175.93,33.7,5928.81,185,6234.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
237,L47416,L,298.1,308.3,10.2,1495,156.56,38.7,6058.72,188,7275.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
238,M15097,M,298,308.1,10.1,1552,162.53,36.6,5948.42,190,6954,0,0,0,0,0,0,,,,,,,,,,,,,,,,
239,L47418,L,297.9,308.1,10.2,1393,145.87,50.3,7337.49,193,9707.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
240,L47419,L,298,308.2,10.2,1611,168.70,30.6,5162.33,195,5967,0,0,0,0,0,0,,,,,,,,,,,,,,,,
241,M15100,M,298,308.1,10.1,1339,140.22,51.6,7235.34,197,10165.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
242,L47421,L,298,308.1,10.1,1777,186.09,24.3,4521.91,200,4860,0,0,0,0,0,0,,,,,,,,,,,,,,,,
243,L47422,L,298,308.2,10.2,1348,141.16,58.8,8300.34,202,11877.6,1,0,0,0,1,0,,,,,,,,,,,,,,,,
244,L47423,L,298,308.2,10.2,1442,151.01,44.1,6659.36,204,8996.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
245,M15104,M,298,308.2,10.2,1395,146.08,49.1,7172.73,206,10114.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
246,M15105,M,297.9,308.1,10.2,1627,170.38,31.4,5349.90,209,6562.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
247,L47426,L,297.9,308.1,10.2,1585,165.98,33.5,5560.36,212,7102,0,0,0,0,0,0,,,,,,,,,,,,,,,,
248,L47427,L,298,308.2,10.2,1469,153.83,45.5,6999.42,214,9737,0,0,0,0,0,0,,,,,,,,,,,,,,,,
249,L47428,L,298,308.3,10.3,1362,142.63,56.8,8101.29,216,12268.8,1,0,0,0,1,0,,,,,,,,,,,,,,,,
250,L47429,L,298,308.3,10.3,1405,147.13,56.2,8268.78,218,12251.6,1,0,0,0,1,0,,,,,,,,,,,,,,,,
251,L47430,L,298,308.3,10.3,1662,174.04,32.7,5691.25,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
252,M15111,M,298,308.2,10.2,1466,153.52,42.6,6539.92,2,85.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
253,L47432,L,298,308.2,10.2,1620,169.65,35.8,6073.33,5,179,0,0,0,0,0,0,,,,,,,,,,,,,,,,
254,L47433,L,298,308.2,10.2,1357,142.10,48.2,6849.45,7,337.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
255,L47434,L,298,308.2,10.2,1514,158.55,37.9,6008.88,9,341.1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
256,L47435,L,298,308.2,10.2,1489,155.93,40.4,6299.48,11,444.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
257,L47436,L,298.1,308.3,10.2,1331,139.38,63,8781.07,13,819,0,0,0,0,0,0,,,,,,,,,,,,,,,,
258,L47437,L,298,308,10,1615,169.12,29.5,4989.11,15,442.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
259,L47438,L,298.1,308.2,10.1,1482,155.19,37.9,5881.88,17,644.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
260,M15119,M,298.1,308.2,10.1,1420,148.70,63.9,9502.06,19,1214.1,1,0,0,1,0,0,,,,,,,,,,,,,,,,
261,M15120,M,298.2,308.3,10.1,1522,159.38,49.1,7825.73,22,1080.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
262,L47441,L,298.1,308.2,10.1,1654,173.21,32.1,5559.93,25,802.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
263,M15122,M,298.1,308.2,10.1,1736,181.79,26.8,4872.07,27,723.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
264,M15123,M,298,308.1,10.1,1587,166.19,32.3,5367.95,30,969,0,0,0,0,0,0,,,,,,,,,,,,,,,,
265,L47444,L,298.1,308.2,10.1,1390,145.56,47.5,6914.12,33,1567.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
266,L47445,L,298,308.1,10.1,1454,152.26,37.1,5648.94,35,1298.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
267,H29680,H,298,308.1,10.1,1440,150.80,43.7,6589.80,37,1616.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
268,L47447,L,297.9,308,10.1,1954,204.62,21.1,4317.53,42,886.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
269,H29682,H,297.9,308,10.1,1800,188.50,24.8,4674.69,44,1091.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
270,L47449,L,298,308,10,1524,159.59,37,5904.94,49,1813,0,0,0,0,0,0,,,,,,,,,,,,,,,,
271,H29684,H,298,308,10,1520,159.17,39.6,6303.29,51,2019.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
272,M15131,M,298.1,308.1,10,1452,152.05,40.8,6203.77,56,2284.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
273,L47452,L,298.1,308.1,10,1484,155.40,40.4,6278.33,59,2383.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
274,L47453,L,298.1,308,9.9,1426,149.33,46,6869.20,61,2806,0,0,0,0,0,0,,,,,,,,,,,,,,,,
275,L47454,L,298.1,308,9.9,1652,173.00,28.5,4930.42,63,1795.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
276,L47455,L,298,308,10,1401,146.71,54.7,8025.17,65,3555.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
277,M15136,M,298,307.9,9.9,1750,183.26,26.6,4874.70,67,1782.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
278,H29691,H,298,308,10,1479,154.88,50.7,7852.44,70,3549,0,0,0,0,0,0,,,,,,,,,,,,,,,,
279,M15138,M,298,308,10,1620,169.65,29.4,4987.59,75,2205,0,0,0,0,0,0,,,,,,,,,,,,,,,,
280,L47459,L,298,308.1,10.1,1819,190.49,23.4,4457.35,78,1825.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
281,M15140,M,298.1,308.1,10,1456,152.47,43.7,6663.02,80,3496,0,0,0,0,0,0,,,,,,,,,,,,,,,,
282,L47461,L,298.1,308,9.9,1626,170.27,36.5,6215.01,83,3029.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
283,M15142,M,298.1,308.1,10,1390,145.56,49.8,7248.91,85,4233,0,0,0,0,0,0,,,,,,,,,,,,,,,,
284,L47463,L,298.2,308.2,10,1469,153.83,43,6614.83,88,3784,0,0,0,0,0,0,,,,,,,,,,,,,,,,
285,L47464,L,298.2,308.3,10.1,2051,214.78,19.2,4123.78,90,1728,0,0,0,0,0,0,,,,,,,,,,,,,,,,
286,L47465,L,298.2,308.3,10.1,1568,164.20,36,5911.22,92,3312,0,0,0,0,0,0,,,,,,,,,,,,,,,,
287,L47466,L,298.2,308.3,10.1,1589,166.40,33.2,5524.47,94,3120.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
288,L47467,L,298.2,308.3,10.1,1805,189.02,31.6,5973.01,96,3033.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
289,H29702,H,298.2,308.4,10.2,1385,145.04,42.2,6120.56,98,4135.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
290,L47469,L,298.1,308.4,10.3,1436,150.38,46.7,7022.63,103,4810.1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
291,L47470,L,298.1,308.4,10.3,1438,150.59,45.6,6866.77,105,4788,0,0,0,0,0,0,,,,,,,,,,,,,,,,
292,L47471,L,298,308.3,10.3,1473,154.25,42.6,6571.14,107,4558.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
293,L47472,L,298.1,308.4,10.3,1335,139.80,40.2,5620.00,109,4381.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
294,H29707,H,298.1,308.5,10.4,1392,145.77,44.8,6530.49,111,4972.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
295,M15154,M,298.1,308.5,10.4,1372,143.68,51.1,7341.82,116,5927.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
296,M15155,M,298.1,308.6,10.5,1716,179.70,30.7,5516.76,119,3653.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
297,L47476,L,298,308.5,10.5,1395,146.08,46.2,6749.08,122,5636.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
298,L47477,L,298,308.5,10.5,1713,179.38,25.3,4538.44,124,3137.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
299,H29712,H,297.9,308.5,10.6,2129,222.95,18.7,4169.13,126,2356.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
300,M15159,M,297.8,308.3,10.5,1567,164.10,35.6,5841.81,131,4663.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
301,L47480,L,297.8,308.4,10.6,1622,169.86,38.3,6505.46,134,5132.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
302,L47481,L,297.7,308.4,10.7,1740,182.21,27.1,4937.96,136,3685.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
303,H29716,H,297.8,308.4,10.6,1512,158.34,35.1,5557.60,138,4843.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
304,M15163,M,297.8,308.4,10.6,1479,154.88,43.5,6737.30,143,6220.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
305,L47484,L,297.8,308.4,10.6,1737,181.90,27.5,5002.20,146,4015,0,0,0,0,0,0,,,,,,,,,,,,,,,,
306,L47485,L,297.8,308.4,10.6,2129,222.95,19.2,4280.61,148,2841.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
307,L47486,L,297.8,308.4,10.6,1374,143.88,47.1,6776.98,150,7065,0,0,0,0,0,0,,,,,,,,,,,,,,,,
308,M15167,M,297.8,308.4,10.6,1579,165.35,36.6,6051.90,152,5563.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
309,L47488,L,297.9,308.5,10.6,1305,136.66,47.2,6450.32,155,7316,0,0,0,0,0,0,,,,,,,,,,,,,,,,
310,M15169,M,297.9,308.5,10.6,1449,151.74,40.8,6190.95,157,6405.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
311,H29724,H,298,308.6,10.6,1526,159.80,41.8,6679.74,160,6688,0,0,0,0,0,0,,,,,,,,,,,,,,,,
312,M15171,M,298,308.6,10.6,1453,152.16,44.1,6710.16,165,7276.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
313,L47492,L,297.9,308.6,10.7,1468,153.73,36,5534.23,168,6048,0,0,0,0,0,0,,,,,,,,,,,,,,,,
314,L47493,L,298,308.6,10.6,1313,137.50,50.8,6984.85,170,8636,0,0,0,0,0,0,,,,,,,,,,,,,,,,
315,M15174,M,297.9,308.5,10.6,1300,136.14,53,7215.19,172,9116,0,0,0,0,0,0,,,,,,,,,,,,,,,,
316,L47495,L,297.9,308.4,10.5,1646,172.37,40.6,6998.17,175,7105,0,0,0,0,0,0,,,,,,,,,,,,,,,,
317,L47496,L,297.8,308.4,10.6,1714,179.49,33.2,5959.06,177,5876.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
318,L47497,L,297.8,308.4,10.6,1685,176.45,28.4,5011.26,179,5083.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
319,L47498,L,297.8,308.4,10.6,1512,158.34,39.9,6317.62,181,7221.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
320,L47499,L,297.8,308.4,10.6,1612,168.81,32.1,5418.74,183,5874.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
321,H29734,H,297.8,308.4,10.6,1550,162.32,38.2,6200.46,185,7067,0,0,0,0,0,0,,,,,,,,,,,,,,,,
322,L47501,L,297.8,308.4,10.6,1518,158.96,32.5,5166.35,190,6175,0,0,0,0,0,0,,,,,,,,,,,,,,,,
323,L47502,L,297.8,308.5,10.7,1448,151.63,40,6065.37,192,7680,0,0,0,0,0,0,,,,,,,,,,,,,,,,
324,L47503,L,297.8,308.5,10.7,1561,163.47,46.3,7568.55,194,8982.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
325,M15184,M,297.8,308.5,10.7,1488,155.82,41.9,6528.98,196,8212.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
326,L47505,L,297.8,308.5,10.7,1699,177.92,27.8,4946.14,199,5532.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
327,L47506,L,297.7,308.5,10.8,1501,157.18,41.4,6507.43,201,8321.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
328,L47507,L,297.7,308.5,10.8,1373,143.78,56.7,8152.34,203,11510.1,1,0,0,0,1,0,,,,,,,,,,,,,,,,
329,H29742,H,297.6,308.4,10.8,1703,178.34,31.4,5599.81,205,6437,0,0,0,0,0,0,,,,,,,,,,,,,,,,
330,H29743,H,297.7,308.5,10.8,1720,180.12,29.9,5385.53,210,6279,0,0,0,0,0,0,,,,,,,,,,,,,,,,
331,M15190,M,297.6,308.4,10.8,1398,146.40,41.9,6134.09,215,9008.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
332,M15191,M,297.6,308.4,10.8,1391,145.67,51.9,7560.02,218,11314.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
333,M15192,M,297.6,308.3,10.7,1538,161.06,40.2,6474.57,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
334,L47513,L,297.5,308.2,10.7,1647,172.47,31.3,5398.42,3,93.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
335,M15194,M,297.5,308.1,10.6,1469,153.83,44.8,6891.73,5,224,0,0,0,0,0,0,,,,,,,,,,,,,,,,
336,L47515,L,297.4,308.1,10.7,1749,183.15,25.9,4743.71,8,207.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
337,M15196,M,297.6,308.2,10.6,1995,208.92,20.5,4282.78,10,205,0,0,0,0,0,0,,,,,,,,,,,,,,,,
338,L47517,L,297.6,308.3,10.7,1742,182.42,27.7,5053.08,13,360.1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
339,L47518,L,297.5,308.2,10.7,1563,163.68,38.2,6252.46,15,573,0,0,0,0,0,0,,,,,,,,,,,,,,,,
340,M15199,M,297.5,308.2,10.7,1713,179.38,32.2,5776.20,17,547.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
341,L47520,L,297.4,308.1,10.7,1474,154.36,39.4,6081.66,20,788,0,0,0,0,0,0,,,,,,,,,,,,,,,,
342,M15201,M,297.4,308.2,10.8,1530,160.22,32.6,5223.21,22,717.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
343,L47522,L,297.4,308.2,10.8,1471,154.04,46.5,7162.99,25,1162.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
344,L47523,L,297.5,308.3,10.8,1388,145.35,48.6,7064.06,27,1312.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
345,M15204,M,297.5,308.2,10.7,2448,256.35,13.8,3537.68,29,400.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
346,L47525,L,297.5,308.3,10.8,1585,165.98,32.9,5460.77,32,1052.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
347,M15206,M,297.5,308.3,10.8,1459,152.79,45.2,6905.93,34,1536.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
348,L47527,L,297.5,308.3,10.8,1544,161.69,40.8,6596.84,37,1509.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
349,L47528,L,297.6,308.3,10.7,1617,169.33,31.7,5367.82,39,1236.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
350,L47529,L,297.6,308.3,10.7,1595,167.03,34.3,5729.06,41,1406.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
351,H29764,H,297.6,308.3,10.7,1400,146.61,44.3,6494.72,43,1904.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
352,M15211,M,297.6,308.4,10.8,1611,168.70,31,5229.81,48,1488,0,0,0,0,0,0,,,,,,,,,,,,,,,,
353,M15212,M,297.6,308.4,10.8,1507,157.81,46,7259.38,51,2346,0,0,0,0,0,0,,,,,,,,,,,,,,,,
354,H29767,H,297.5,308.3,10.8,1674,175.30,30,5259.03,54,1620,0,0,0,0,0,0,,,,,,,,,,,,,,,,
355,L47534,L,297.6,308.3,10.7,1658,173.63,34.3,5955.35,59,2023.7,0,0,0,0,0,0,,,,,,,,,,,,,,,,
356,L47535,L,297.6,308.3,10.7,1623,169.96,36.9,6271.53,61,2250.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
357,M15216,M,297.6,308.4,10.8,1398,146.40,48.9,7158.87,63,3080.7,0,0,0,0,0,0,,,,,,,,,,,,,,,,
358,L47537,L,297.6,308.4,10.8,1517,158.86,34.2,5433.01,66,2257.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
359,M15218,M,297.6,308.3,10.7,1467,153.62,36.7,5638.00,68,2495.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
360,M15219,M,297.6,308.3,10.7,1567,164.10,34.6,5677.72,71,2456.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
361,M15220,M,297.5,308.3,10.8,1521,159.28,38.2,6084.45,74,2826.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
362,L47541,L,297.5,308.3,10.8,1596,167.13,36.8,6150.48,77,2833.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
363,H29776,H,297.6,308.3,10.7,1640,171.74,30.9,5306.78,79,2441.1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
364,L47543,L,297.6,308.3,10.7,1438,150.59,47.8,7198.06,84,4015.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
365,L47544,L,297.6,308.4,10.8,1407,147.34,55.2,8133.21,86,4747.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
366,L47545,L,297.6,308.4,10.8,1353,141.69,57.5,8146.94,88,5060,0,0,0,0,0,0,,,,,,,,,,,,,,,,
367,M15226,M,297.6,308.5,10.9,1552,162.53,40.9,6647.27,90,3681,0,0,0,0,0,0,,,,,,,,,,,,,,,,
368,M15227,M,297.6,308.4,10.8,1569,164.31,38.3,6292.89,93,3561.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
369,L47548,L,297.5,308.4,10.9,1489,155.93,39.5,6159.14,96,3792,0,0,0,0,0,0,,,,,,,,,,,,,,,,
370,H29783,H,297.5,308.4,10.9,1587,166.19,36.1,5999.47,98,3537.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
371,M15230,M,297.5,308.3,10.8,1622,169.86,37.2,6318.62,103,3831.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
372,L47551,L,297.5,308.4,10.9,1604,167.97,38.1,6399.68,106,4038.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
373,M15232,M,297.4,308.3,10.9,1405,147.13,51.7,7606.69,108,5583.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
374,L47553,L,297.4,308.3,10.9,1412,147.86,42,6210.30,111,4662,0,0,0,0,0,0,,,,,,,,,,,,,,,,
375,L47554,L,297.4,308.3,10.9,1431,149.85,43,6443.72,113,4859,0,0,0,0,0,0,,,,,,,,,,,,,,,,
376,L47555,L,297.4,308.2,10.8,1533,160.54,37.4,6004.02,115,4301,0,0,0,0,0,0,,,,,,,,,,,,,,,,
377,M15236,M,297.4,308.2,10.8,1401,146.71,51.9,7614.37,117,6072.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
378,M15237,M,297.4,308.2,10.8,1424,149.12,53.9,8037.62,120,6468,0,0,0,0,0,0,,,,,,,,,,,,,,,,
379,L47558,L,297.3,308.2,10.9,1754,183.68,29.4,5400.15,123,3616.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
380,L47559,L,297.3,308.2,10.9,1754,183.68,26.8,4922.58,125,3350,0,0,0,0,0,0,,,,,,,,,,,,,,,,
381,L47560,L,297.5,308.3,10.8,2564,268.50,12.8,3436.82,127,1625.6,1,0,0,1,0,0,,,,,,,,,,,,,,,,
382,L47561,L,297.5,308.5,11,1546,161.90,40.4,6540.63,129,5211.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
383,L47562,L,297.5,308.5,11,1335,139.80,48,6710.44,131,6288,0,0,0,0,0,0,,,,,,,,,,,,,,,,
384,M15243,M,297.5,308.6,11.1,1842,192.89,27,5208.13,133,3591,0,0,0,0,0,0,,,,,,,,,,,,,,,,
385,L47564,L,297.5,308.5,11,1712,179.28,26.8,4804.71,136,3644.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
386,M15245,M,297.6,308.6,11,1414,148.07,45.4,6722.55,138,6265.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
387,L47566,L,297.6,308.7,11.1,1319,138.13,50.9,7030.58,141,7176.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
388,L47567,L,297.7,308.7,11,1249,130.79,60.4,7900.02,143,8637.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
389,L47568,L,297.6,308.7,11.1,1455,152.37,48.2,7344.10,145,6989,0,0,0,0,0,0,,,,,,,,,,,,,,,,
390,M15249,M,297.6,308.7,11.1,1408,147.45,54.8,8080.01,147,8055.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
391,L47570,L,297.6,308.7,11.1,1460,152.89,46.7,7140.00,150,7005,0,0,0,0,0,0,,,,,,,,,,,,,,,,
392,L47571,L,297.6,308.6,11,1491,156.14,38.1,5948.83,152,5791.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
393,M15252,M,297.6,308.5,10.9,1490,156.03,43.4,6771.81,154,6683.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
394,M15253,M,297.5,308.4,10.9,1350,141.37,52.2,7379.60,157,8195.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
395,L47574,L,297.5,308.4,10.9,1528,160.01,39.9,6384.47,160,6384,0,0,0,0,0,0,,,,,,,,,,,,,,,,
396,L47575,L,297.4,308.3,10.9,1571,164.51,37.7,6202.21,162,6107.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
397,L47576,L,297.4,308.3,10.9,1490,156.03,42.6,6646.98,164,6986.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
